"","id","s_g3","r_g3","m_g3","s_g5","r_g5","m_g5","s_g8","r_g8","m_g8","st_g3","rt_g3","mt_g3","st_g5","rt_g5","mt_g5","st_g8","rt_g8","mt_g8"
"1227",12684,42.2,140.36,100.95,56.95,140.78,123.21,NA,NA,NA,-0.62,1.433,1.35,0.036,1.159,1.336,NA,NA,NA
"1228",12686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1229",12692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1230",12699,75.25,166.28,129.83,78.07,188.01,153.04,99.27,205.6,165.84,0.635,1.787,1.866,1.089,1.886,1.95,1.749,2.079,2.001
"1231",12701,67.33,131.11,115.73,79.66,151.61,140.56,104.58,175.27,159.94,0.36,1.414,1.603,1.213,1.275,1.635,2.33,1.312,1.792
"1232",12709,64.62,164.38,158.03,80.66,161.14,154.84,102.93,169.67,162.96,0.292,1.645,2.533,1.308,1.406,2.004,2.115,1.241,1.887
"1233",12732,38.7,124.85,86.59,NA,NA,NA,NA,NA,NA,-0.794,1.313,1.087,NA,NA,NA,NA,NA,NA
"1234",12771,36.25,73.51,88.45,47.82,102.78,111.11,41.54,130.35,136.69,-0.981,0.53,1.132,-0.473,0.718,1.102,-0.933,0.84,1.303
"1235",12777,62.49,146.79,139.78,76.17,185.75,153.37,92.94,206.19,160.9,0.152,1.566,2.062,1.087,1.79,1.951,1.29,2.121,1.82
"1236",12779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1237",12805,71.74,168.21,116.22,80.15,168.33,148.95,96.43,176.08,149.34,0.588,1.806,1.594,1.251,1.572,1.876,1.525,1.322,1.54
"1238",12818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1239",12838,43.52,117.29,65.17,63.18,146.66,99.69,86.58,154.87,135.23,-0.564,1.184,0.692,0.342,1.215,0.978,0.933,1.076,1.278
"1240",12880,20.1,71.86,60.05,29.71,87.23,88.42,NA,NA,NA,-2.048,0.462,0.547,-1.568,0.505,0.78,NA,NA,NA
"1241",12886,27.6,80.99,53.93,51.18,125.73,89.1,75.04,150.26,121.86,-1.392,0.673,0.369,-0.265,0.993,0.8,0.401,1.029,1.06
"1242",12955,43.65,104.82,109.59,69.86,126.91,161.35,95.38,188.69,170.75,-0.555,1.005,1.508,0.659,0.994,2.109,1.45,1.518,2.335
"1243",12962,40.31,86.59,76.83,45.53,106.38,89.89,60.09,134.29,128.63,-0.698,0.75,0.952,-0.561,0.811,0.825,-0.191,0.877,1.168
"1244",12973,68.64,113.49,82.9,86.81,169.37,130.59,103.99,196.54,166.07,0.376,1.197,1.043,1.7,1.537,1.429,2.249,1.696,2.012
"1245",13019,84.95,191.51,106.56,NA,NA,NA,NA,NA,NA,1.056,2.306,1.472,NA,NA,NA,NA,NA,NA
"1246",13045,47.89,109.01,79.74,66.74,116.54,91.53,95.6,183.76,147.49,-0.396,1.187,1,0.506,0.925,0.855,1.465,1.434,1.503
"1247",13054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1248",13062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1249",13065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1250",13068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1251",13076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1252",13079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1253",13080,59.14,125.38,62.14,64.78,140.28,80.81,NA,NA,NA,0.081,1.223,0.603,0.413,1.177,0.635,NA,NA,NA
"1254",13082,49.57,143.14,105.56,68.2,161.12,113.58,NA,NA,NA,-0.33,1.502,1.427,0.582,1.379,1.244,NA,NA,NA
"1255",13095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1256",13096,28.16,122.11,50.53,NA,NA,NA,NA,NA,NA,-1.357,1.217,0.258,NA,NA,NA,NA,NA,NA
"1257",13119,47.95,157.44,103.05,NA,NA,NA,NA,NA,NA,-0.398,1.674,1.374,NA,NA,NA,NA,NA,NA
"1258",13129,52.87,88.54,102.8,75.89,107.74,128.14,NA,NA,NA,-0.207,0.8,1.394,0.999,0.807,1.361,NA,NA,NA
"1259",13139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1260",13145,29.71,82.89,64.14,NA,NA,NA,NA,NA,NA,-1.251,0.707,0.66,NA,NA,NA,NA,NA,NA
"1261",13165,40.22,119.37,62.13,52.17,129.34,89.55,NA,NA,NA,-0.691,1.184,0.605,-0.192,1.057,0.785,NA,NA,NA
"1262",13166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1263",13169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1264",13183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1265",13205,26.86,86.78,95.98,49.95,130.34,133.63,NA,NA,NA,-1.434,0.757,1.278,-0.342,1.036,1.507,NA,NA,NA
"1266",13207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1267",13211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1268",13213,45.8,105.82,102.99,NA,NA,NA,NA,NA,NA,-0.482,1.006,1.383,NA,NA,NA,NA,NA,NA
"1269",13223,20.52,58.84,44.98,NA,NA,NA,NA,NA,NA,-1.985,0.109,0.051,NA,NA,NA,NA,NA,NA
"1270",13249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1271",13262,42,107.18,84.5,51.54,125.91,104.68,76.44,147.97,140.67,-0.634,1.084,1.055,-0.264,1.001,0.989,0.461,1.007,1.374
"1272",13264,55.78,141.28,118.78,74.03,154.58,143.14,92.83,186.76,166.87,-0.09,1.502,1.644,0.902,1.359,1.752,1.284,1.483,2.051
"1273",13270,55.84,132.6,122.01,NA,NA,NA,NA,NA,NA,-0.072,1.403,1.727,NA,NA,NA,NA,NA,NA
"1274",13278,49.09,133.82,115.78,NA,NA,NA,NA,NA,NA,-0.337,1.418,1.59,NA,NA,NA,NA,NA,NA
"1275",13293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1276",13295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1277",13298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1278",13327,63.54,170.59,127.98,62.08,177.16,129.25,NA,NA,NA,0.222,1.886,1.788,0.243,1.629,1.383,NA,NA,NA
"1279",13330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1280",13354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1281",13360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1282",13362,52.8,123.77,89.55,NA,NA,NA,NA,NA,NA,-0.177,1.262,1.172,NA,NA,NA,NA,NA,NA
"1283",13364,38.07,146.54,103.66,59.51,149.15,131.67,71.04,193.45,153.03,-0.825,1.472,1.39,0.147,1.293,1.454,0.236,1.617,1.619
"1284",13372,51.79,103.91,103.51,NA,NA,NA,NA,NA,NA,-0.228,0.971,1.404,NA,NA,NA,NA,NA,NA
"1285",13387,46.85,139.94,105.14,57.93,145.67,122.84,89.83,184.19,147.98,-0.441,1.405,1.437,0.074,1.185,1.355,1.107,1.44,1.512
"1286",13397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1287",13418,NA,NA,NA,NA,NA,NA,92.86,145.6,131.06,NA,NA,NA,NA,NA,NA,1.285,0.984,1.208
"1288",13423,52.2,115.79,116.75,NA,NA,NA,NA,NA,NA,-0.238,1.198,1.66,NA,NA,NA,NA,NA,NA
"1289",13433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1290",13449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1291",13451,31.79,88.29,69.1,44.37,103.02,81.67,NA,NA,NA,-1.121,0.782,0.775,-0.621,0.727,0.748,NA,NA,NA
"1292",13473,26.23,88.63,55.43,36.69,93.3,94.46,NA,NA,NA,-1.462,0.798,0.421,-1.083,0.618,0.866,NA,NA,NA
"1293",13481,43.24,148.89,89.63,60.25,168.72,118.37,78.34,193.18,141.56,-0.57,1.63,1.184,0.195,1.508,1.286,0.543,1.611,1.39
"1294",13497,30.12,104.9,55.77,50.61,125.62,102.96,64.34,130.03,129.04,-1.227,1.024,0.429,-0.303,0.996,1.037,-0.028,0.837,1.175
"1295",13521,73.84,147.26,120.75,92.75,187.59,143.06,103.15,202.45,151.08,0.714,1.532,1.741,2.144,1.805,1.755,2.141,1.905,1.576
"1296",13531,65.13,160.97,117.31,73.79,177.63,132.78,92.37,195.11,143.51,0.313,1.766,1.613,0.853,1.671,1.492,1.255,1.658,1.426
"1297",13534,51.56,103.96,75.46,65.9,163.27,106.98,86.38,173.98,131.71,-0.212,0.981,0.913,0.459,1.388,1.038,0.923,1.295,1.219
"1298",13537,29.21,108.31,69.86,52.21,140.53,92.81,85.27,165.98,128.55,-1.284,1.105,0.786,-0.231,1.149,0.879,0.866,1.197,1.167
"1299",13538,65.27,150.06,116.81,73.89,179.33,153.46,97.06,188.46,159.24,0.297,1.621,1.61,0.874,1.679,1.981,1.571,1.514,1.772
"1300",13558,56.62,105.64,103.27,NA,NA,NA,NA,NA,NA,-0.062,1.037,1.373,NA,NA,NA,NA,NA,NA
"1301",13560,66.87,143.07,116.08,80.91,181.23,142.3,NA,NA,NA,0.36,1.425,1.595,1.24,1.721,1.621,NA,NA,NA
"1302",13574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1303",13578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1304",13603,53.17,142.93,99.84,NA,NA,NA,NA,NA,NA,-0.18,1.471,1.311,NA,NA,NA,NA,NA,NA
"1305",13612,59.98,160.11,123.28,NA,NA,NA,NA,NA,NA,0.08,1.74,1.738,NA,NA,NA,NA,NA,NA
"1306",13623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1307",13635,61.12,165.05,144.3,68.63,178.66,145.64,NA,NA,NA,0.16,1.788,2.189,0.611,1.647,1.793,NA,NA,NA
"1308",13644,56.98,146.6,135.56,69.45,171.75,156.39,102.12,195.28,168.13,-0.054,1.507,2,0.643,1.597,2.064,2.024,1.662,2.122
"1309",13645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1310",13656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1311",13663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1312",13677,42.97,141.59,123.12,71.94,166.35,161.13,98.28,191.11,169.53,-0.612,1.409,1.74,0.758,1.545,2.248,1.666,1.566,2.22
"1313",13680,56.68,123.83,106.69,72.58,158.06,150.5,81.92,165.94,163.76,-0.08,1.202,1.454,0.807,1.389,1.873,0.705,1.196,1.916
"1314",13683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1315",13690,44.98,107.76,109.23,66.64,127.12,145.68,94.76,157.18,158.62,-0.499,1.106,1.496,0.494,1.036,1.789,1.408,1.1,1.755
"1316",13702,55.98,124.89,107.21,65.58,178.04,128.18,73.77,172.71,135.28,-0.066,1.219,1.464,0.448,1.629,1.432,0.348,1.278,1.279
"1317",13709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1318",13747,42.93,105.3,77.46,61.73,148.02,117.73,90.45,173.93,138.04,-0.596,1.021,0.969,0.216,1.259,1.24,1.142,1.294,1.327
"1319",13750,69.85,143.45,114.63,78.9,163.97,126.85,90.75,185.23,147.36,0.472,1.525,1.569,1.162,1.403,1.41,1.159,1.457,1.5
"1320",13759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1321",13772,43.12,125.34,118.05,57.35,168.6,145.56,73.47,178.23,147.51,-0.582,1.229,1.625,0.032,1.515,1.815,0.335,1.352,1.503
"1322",13781,34.01,56.43,57.18,48.01,71.1,91.77,37.88,105.04,71.75,-1.003,0.046,0.47,-0.47,0.226,0.86,-1.099,0.594,0.335
"1323",13783,22.94,81.44,47.35,NA,NA,NA,NA,NA,NA,-1.732,0.684,0.139,NA,NA,NA,NA,NA,NA
"1324",13787,53.78,128.89,100.77,NA,NA,NA,NA,NA,NA,-0.172,1.4,1.323,NA,NA,NA,NA,NA,NA
"1325",13795,46.9,108.33,94.66,57.24,147.07,121.82,74.76,132.09,113.23,-0.403,1.125,1.27,0.03,1.205,1.328,0.389,0.857,0.931
"1326",13824,55.1,157.02,125.92,80.26,173.43,152.25,97.71,165.34,170.22,-0.093,1.721,1.801,1.251,1.619,1.997,1.621,1.189,2.281
"1327",13835,44,110.88,74.46,68.7,141.08,103.66,81.91,110.84,108.14,-0.553,1.145,0.876,0.584,1.123,1.057,0.705,0.654,0.858
"1328",13840,55.13,135.61,106.98,79.04,168.07,155.45,NA,NA,NA,-0.101,1.43,1.473,1.175,1.552,2.017,NA,NA,NA
"1329",13842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1330",13846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1331",13867,70.39,163.88,140.15,NA,NA,NA,NA,NA,NA,0.463,1.736,2.095,NA,NA,NA,NA,NA,NA
"1332",13871,39.6,151.55,95.19,NA,NA,NA,65.79,130.85,112.8,-0.765,1.582,1.251,NA,NA,NA,0.028,0.845,0.924
"1333",13873,32.5,113.05,103.26,NA,NA,NA,NA,NA,NA,-1.093,1.143,1.395,NA,NA,NA,NA,NA,NA
"1334",13876,25.38,107.26,103.41,29.4,136.79,121.03,47.53,167.86,136.87,-1.527,1.098,1.385,-1.586,1.127,1.314,-0.681,1.219,1.306
"1335",13886,27.97,105.34,88.35,37.01,123.82,83.48,63.74,144.77,115.79,-1.361,1.047,1.143,-1.061,0.958,0.682,-0.051,0.976,0.968
"1336",13889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1337",13895,30.12,115.88,60.48,NA,NA,NA,NA,NA,NA,-1.241,1.18,0.558,NA,NA,NA,NA,NA,NA
"1338",13901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1339",13909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1340",13912,43.78,107.53,66.52,NA,NA,NA,NA,NA,NA,-0.577,1.106,0.717,NA,NA,NA,NA,NA,NA
"1341",13914,50.54,153.12,138.92,70.85,186.26,158.68,86.07,190.1,169.83,-0.296,1.545,2.07,0.71,1.8,2.118,0.907,1.545,2.245
"1342",13931,48.81,113.8,80.03,63.27,169.24,111.06,83.56,157.62,146.51,-0.351,1.169,1.008,0.334,1.581,1.209,0.783,1.105,1.483
"1343",13940,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1344",13964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1345",13965,38.98,106.93,94.99,68.51,165.83,133.94,NA,NA,NA,-0.783,1.089,1.259,0.578,1.493,1.521,NA,NA,NA
"1346",13983,45.87,105.03,92.75,NA,NA,NA,NA,NA,NA,-0.513,1.005,1.245,NA,NA,NA,NA,NA,NA
"1347",13996,22.36,74.31,104.51,NA,NA,NA,NA,NA,NA,-1.805,0.462,1.423,NA,NA,NA,NA,NA,NA
"1348",13998,39.91,124.94,118.65,54.81,139.32,143.28,92,155.71,162.02,-0.727,1.222,1.651,-0.123,1.109,1.633,1.233,1.085,1.856
"1349",14005,79.98,168.49,136.75,NA,NA,NA,NA,NA,NA,0.83,1.869,2.007,NA,NA,NA,NA,NA,NA
"1350",14033,36.58,91.61,106.22,52.14,133.23,122.11,57.58,153.07,141.6,-0.886,0.86,1.473,-0.225,1.102,1.336,-0.287,1.058,1.391
"1351",14036,43.62,130.27,88.75,60.59,149.14,131.1,90.19,195.41,148.85,-0.57,1.36,1.139,0.206,1.302,1.451,1.127,1.665,1.53
"1352",14038,52.57,159.46,152.7,71.07,178.42,132.3,94.62,206.69,151.41,-0.208,1.772,2.373,0.789,1.644,1.56,1.399,2.161,1.583
"1353",14040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1354",14054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1355",14061,47.15,125.56,103.58,NA,NA,NA,NA,NA,NA,-0.404,1.251,1.4,NA,NA,NA,NA,NA,NA
"1356",14081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1357",14082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1358",14093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1359",14099,59.1,153.56,139.3,70.71,181.01,146.38,94.63,182.43,162.24,0.029,1.636,2.047,0.692,1.707,1.828,1.399,1.413,1.863
"1360",14109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1361",14135,39.06,88.09,96.01,46.55,104.44,122.06,NA,NA,NA,-0.753,0.789,1.261,-0.509,0.764,1.337,NA,NA,NA
"1362",14137,52.31,142.62,116.93,72.71,142.36,155.03,99.13,180.1,168.17,-0.226,1.5,1.61,0.793,1.192,2.115,1.737,1.378,2.125
"1363",14149,70.29,147.59,130.66,91.81,168.83,152.53,105.01,200.18,171.15,0.506,1.564,1.916,1.985,1.597,1.9,2.395,1.812,2.381
"1364",14160,41.3,133.35,77.25,67.31,155.69,104.57,88.61,156.18,125.3,-0.648,1.39,0.967,0.574,1.37,1.093,1.04,1.089,1.114
"1365",14170,48.35,105.96,104.62,68.87,148.49,136.63,NA,NA,NA,-0.377,1.064,1.421,0.664,1.286,1.562,NA,NA,NA
"1366",14178,32.05,105.7,99.33,47.71,125.78,117.76,87.14,169.28,141.44,-1.11,1.042,1.305,-0.433,0.998,1.354,0.962,1.236,1.388
"1367",14186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1368",14203,75.03,180.32,143.71,90.66,193.8,158.88,107.9,201.72,170.17,0.769,2.057,2.128,1.949,2.001,2.109,2.996,1.873,2.276
"1369",14208,37.28,80.95,103.72,45.76,102.79,123.31,74.48,153.39,144.94,-0.875,0.621,1.405,-0.573,0.715,1.269,0.377,1.061,1.453
"1370",14221,71.01,177.59,142.3,88.96,192.6,159.05,107.9,207.59,168.45,0.516,2,2.103,1.813,1.939,2.141,2.996,2.242,2.142
"1371",14225,39.88,110.29,118.81,57.05,129.82,126.5,89.39,154.3,142.14,-0.719,1.076,1.645,0.053,1.087,1.411,1.082,1.07,1.401
"1372",14227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1373",14251,55.55,166.54,111.5,72.89,165.88,138.22,80.94,173.75,151.42,-0.102,1.807,1.539,0.822,1.482,1.662,0.66,1.292,1.583
"1374",14261,55.63,141.73,64.32,NA,NA,NA,NA,NA,NA,-0.074,1.405,0.667,NA,NA,NA,NA,NA,NA
"1375",14264,76.64,179.34,138.87,88.92,202.09,159.81,NA,NA,NA,0.776,2.017,2.041,1.928,2.329,2.162,NA,NA,NA
"1376",14273,71.76,148.12,118.11,NA,NA,NA,NA,NA,NA,0.555,1.608,1.67,NA,NA,NA,NA,NA,NA
"1377",14277,37.64,92.16,88.72,49.3,125.14,125.47,92.06,193.31,161.48,-0.822,0.815,1.15,-0.358,0.98,1.368,1.237,1.614,1.838
"1378",14278,57.41,120.55,89.96,NA,NA,NA,NA,NA,NA,-0.023,1.196,1.177,NA,NA,NA,NA,NA,NA
"1379",14284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1380",14296,40.43,130.73,109.36,63.24,160.59,133.87,88.44,177.79,155.14,-0.715,1.411,1.481,0.327,1.366,1.512,1.031,1.346,1.667
"1381",14306,46.77,105.6,84.38,63.57,135.54,117.39,NA,NA,NA,-0.434,1.032,1.054,0.343,1.086,1.209,NA,NA,NA
"1382",14315,27.78,95.43,75.86,69.6,164.95,135.39,79.41,181.23,137.81,-1.378,0.935,0.921,0.66,1.439,1.521,0.591,1.395,1.323
"1383",14321,26.97,101.54,66.3,41.85,106.4,85.54,44.91,112.94,99.7,-1.413,0.991,0.719,-0.768,0.79,0.718,-0.789,0.675,0.742
"1384",14328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1385",14351,71.16,164.07,133.35,69.58,176.8,142.77,103.49,182.2,158.72,0.527,1.794,1.886,0.65,1.62,1.745,2.183,1.409,1.757
"1386",14354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1387",14363,24.11,101.94,71.51,26.06,105.41,93.03,46.48,107.57,107.59,-1.639,0.993,0.807,-1.873,0.752,0.963,-0.724,0.621,0.85
"1388",14371,34.53,103.95,106.09,NA,NA,NA,NA,NA,NA,-0.976,0.982,1.435,NA,NA,NA,NA,NA,NA
"1389",14372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1390",14394,23.18,79.21,84.34,42.4,125.46,120.8,76.43,131.75,116.69,-1.739,0.636,1.035,-0.755,1.006,1.317,0.46,0.853,0.982
"1391",14395,49.52,98.44,88.16,NA,NA,NA,NA,NA,NA,-0.303,0.928,1.118,NA,NA,NA,NA,NA,NA
"1392",14407,45.1,125.14,77.08,63.02,163.72,117.03,NA,NA,NA,-0.507,1.218,0.959,0.294,1.399,1.24,NA,NA,NA
"1393",14419,38.55,87.63,75,71.74,136.11,115.59,60.83,125.6,116.06,-0.797,0.776,0.903,0.765,1.096,1.179,-0.163,0.796,0.972
"1394",14426,38.63,125.84,105.92,69.3,148.62,122.68,86.53,174.42,144.58,-0.79,1.242,1.458,0.605,1.278,1.353,0.93,1.3,1.446
"1395",14434,45.99,142.48,91.89,NA,NA,NA,NA,NA,NA,-0.46,1.515,1.221,NA,NA,NA,NA,NA,NA
"1396",14436,29.8,105.37,92.6,44.86,126.97,105.74,NA,NA,NA,-1.241,1.036,1.229,-0.587,1.045,1.011,NA,NA,NA
"1397",14437,46,125.91,103.05,67.23,147.72,119.8,69.21,164.3,144.19,-0.468,1.245,1.394,0.521,1.236,1.289,0.162,1.178,1.439
"1398",14457,35.15,70.48,55.27,41.7,89.31,85.06,NA,NA,NA,-0.946,0.417,0.414,-0.774,0.57,0.71,NA,NA,NA
"1399",14465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1400",14488,54.58,147.16,122.82,77.09,166.63,150.24,90.41,176.98,161.7,-0.13,1.588,1.779,1.112,1.545,1.912,1.14,1.334,1.845
"1401",14509,31.41,101.97,103.87,61.73,113.5,117.26,71.28,114.98,114.46,-1.151,0.952,1.389,0.263,0.895,1.21,0.246,0.695,0.949
"1402",14510,21.18,81.41,104.64,38.4,93.92,124.73,69.48,93.22,132.38,-1.915,0.695,1.428,-0.974,0.585,1.289,0.173,0.459,1.23
"1403",14514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1404",14517,40.88,128.26,109.94,80.03,154.7,161.3,99.98,173.65,160.33,-0.68,1.398,1.508,1.248,1.32,2.269,1.811,1.29,1.803
"1405",14539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1406",14554,46.63,105.99,74.46,45.5,107.19,118.29,73.02,148.33,140.16,-0.441,1.052,0.878,-0.596,0.827,1.245,0.317,1.01,1.365
"1407",14570,53.73,126.18,89.86,61.49,147.88,117.44,81.43,146.25,127.05,-0.138,1.277,1.176,0.252,1.217,1.219,0.682,0.99,1.142
"1408",14571,44.61,109.11,85.33,NA,NA,NA,NA,NA,NA,-0.528,1.163,1.06,NA,NA,NA,NA,NA,NA
"1409",14580,48.46,99.71,99.04,NA,NA,NA,NA,NA,NA,-0.368,0.938,1.316,NA,NA,NA,NA,NA,NA
"1410",14590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1411",14597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1412",14598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1413",14603,49.65,145.59,114.23,NA,NA,NA,NA,NA,NA,-0.31,1.565,1.56,NA,NA,NA,NA,NA,NA
"1414",14604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1415",14633,52.97,138.87,118.53,73.48,146.4,143.28,63.34,157.19,161.17,-0.202,1.439,1.643,0.863,1.212,1.719,-0.067,1.1,1.828
"1416",14639,43.68,106.71,76.32,42.23,111.99,115.53,NA,NA,NA,-0.584,1.086,0.946,-0.743,0.839,1.177,NA,NA,NA
"1417",14649,68.87,168.11,101.69,72.05,167.27,108.8,99.1,198.51,143.85,0.417,1.839,1.346,0.797,1.484,1.067,1.734,1.755,1.432
"1418",14666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1419",14679,77.7,183.63,120.23,84.89,198.43,158.88,104.96,204.71,159.99,0.752,2.192,1.672,1.59,2.148,2.147,2.387,2.022,1.793
"1420",14683,84.16,193.3,124.46,90.87,193.05,153.64,107.02,206.94,159.95,1.036,2.27,1.751,2.072,2.088,1.962,2.769,2.182,1.792
"1421",14689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1422",14691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
